client_id,client_type,country_code,risk_rating,onboarding_date,status
CLIENT-0141,CORPORATE,CA,MEDIUM,2023-01-31,ACTIVE
CLIENT-0142,CORPORATE,JP,MEDIUM,2018-11-04,ACTIVE
CLIENT-0143,CORPORATE,DE,MEDIUM,2022-05-01,ACTIVE
CLIENT-0144,INDIVIDUAL,GB,LOW,2020-06-29,ACTIVE
CLIENT-0145,CORPORATE,US,MEDIUM,2019-02-03,ACTIVE
CLIENT-0146,CORPORATE,CA,LOW,2025-01-16,ACTIVE
CLIENT-0147,CORPORATE,DE,MEDIUM,2022-02-15,INACTIVE
CLIENT-0148,CORPORATE,NL,MEDIUM,2022-01-14,ACTIVE
CLIENT-0149,CORPORATE,DE,MEDIUM,2020-08-11,SUSPENDED
CLIENT-0150,CORPORATE,US,HIGH,2020-02-18,ACTIVE
CLIENT-0151,INDIVIDUAL,US,LOW,2024-09-14,INACTIVE
CLIENT-0152,INDIVIDUAL,IN,LOW,2018-12-14,ACTIVE
CLIENT-0153,CORPORATE,US,MEDIUM,2023-01-22,ACTIVE
CLIENT-0154,INDIVIDUAL,GB,MEDIUM,2020-12-04,ACTIVE
CLIENT-0155,CORPORATE,JP,MEDIUM,2024-10-28,ACTIVE
CLIENT-0156,CORPORATE,US,MEDIUM,2020-03-23,INACTIVE
CLIENT-0157,CORPORATE,GB,LOW,2023-03-18,ACTIVE
CLIENT-0158,CORPORATE,AU,HIGH,2019-08-08,ACTIVE
CLIENT-0159,CORPORATE,BR,MEDIUM,2020-11-10,ACTIVE
CLIENT-0160,INDIVIDUAL,CA,LOW,2019-12-21,ACTIVE
CLIENT-0161,INDIVIDUAL,NL,MEDIUM,2024-06-08,ACTIVE
CLIENT-0162,INDIVIDUAL,DE,MEDIUM,2019-05-06,ACTIVE
CLIENT-0163,CORPORATE,IN,LOW,2022-11-07,INACTIVE
CLIENT-0164,CORPORATE,DE,LOW,2022-11-22,ACTIVE
CLIENT-0165,INDIVIDUAL,GB,MEDIUM,2018-01-12,ACTIVE
CLIENT-0166,CORPORATE,US,LOW,2018-01-18,ACTIVE
CLIENT-0167,CORPORATE,DE,MEDIUM,2020-05-07,ACTIVE
CLIENT-0168,INDIVIDUAL,FR,LOW,2021-02-25,ACTIVE
CLIENT-0169,INDIVIDUAL,CA,LOW,2025-04-30,ACTIVE
CLIENT-0170,CORPORATE,US,MEDIUM,2022-09-17,ACTIVE
CLIENT-0171,CORPORATE,FR,LOW,2021-03-29,ACTIVE
CLIENT-0172,CORPORATE,DE,MEDIUM,2020-02-14,ACTIVE
CLIENT-0173,INDIVIDUAL,SG,MEDIUM,2024-07-10,ACTIVE
CLIENT-0174,CORPORATE,GB,LOW,2019-06-29,ACTIVE
CLIENT-0175,CORPORATE,DE,MEDIUM,2023-04-23,ACTIVE
CLIENT-0176,CORPORATE,FR,LOW,2021-04-26,ACTIVE
CLIENT-0177,INDIVIDUAL,US,LOW,2019-09-19,ACTIVE
CLIENT-0178,CORPORATE,CA,MEDIUM,2024-06-08,ACTIVE
CLIENT-0179,CORPORATE,CA,HIGH,2018-10-27,ACTIVE
CLIENT-0180,CORPORATE,US,LOW,2021-08-28,ACTIVE
CLIENT-0181,INDIVIDUAL,CA,LOW,2019-05-07,ACTIVE
CLIENT-0182,CORPORATE,AE,LOW,2021-09-22,ACTIVE
CLIENT-0183,INDIVIDUAL,US,LOW,2024-02-28,ACTIVE
CLIENT-0184,INDIVIDUAL,GB,LOW,2024-04-26,ACTIVE
CLIENT-0185,CORPORATE,NL,MEDIUM,2024-03-01,ACTIVE
CLIENT-0186,CORPORATE,US,MEDIUM,2020-04-18,ACTIVE
CLIENT-0187,INDIVIDUAL,US,MEDIUM,2019-12-24,ACTIVE
CLIENT-0188,CORPORATE,GB,LOW,2023-06-05,SUSPENDED
CLIENT-0189,INDIVIDUAL,US,LOW,2023-05-26,SUSPENDED
CLIENT-0190,INDIVIDUAL,CA,LOW,2020-05-02,INACTIVE
CLIENT-0191,CORPORATE,GB,MEDIUM,2018-02-15,ACTIVE
CLIENT-0192,CORPORATE,JP,HIGH,2021-01-17,ACTIVE
CLIENT-0193,CORPORATE,CH,HIGH,2021-09-11,ACTIVE
CLIENT-0194,CORPORATE,GB,MEDIUM,2023-03-01,ACTIVE
CLIENT-0195,INDIVIDUAL,US,HIGH,2024-04-18,ACTIVE
CLIENT-0196,CORPORATE,US,LOW,2020-12-14,ACTIVE
CLIENT-0197,CORPORATE,JP,MEDIUM,2024-05-21,ACTIVE
CLIENT-0198,INDIVIDUAL,GB,MEDIUM,2024-12-22,ACTIVE
CLIENT-0199,INDIVIDUAL,GB,MEDIUM,2021-11-18,ACTIVE
CLIENT-0200,INDIVIDUAL,AU,LOW,2019-04-19,ACTIVE
CLIENT-0201,INDIVIDUAL,US,LOW,2022-01-24,ACTIVE
CLIENT-0202,CORPORATE,MX,MEDIUM,2021-11-06,ACTIVE
CLIENT-0203,INDIVIDUAL,DE,LOW,2022-06-15,ACTIVE
CLIENT-0204,INDIVIDUAL,DE,MEDIUM,2023-08-15,ACTIVE
CLIENT-0205,INDIVIDUAL,BR,LOW,2018-03-18,ACTIVE
CLIENT-0206,INDIVIDUAL,IN,HIGH,2020-12-18,ACTIVE
CLIENT-0207,CORPORATE,DE,MEDIUM,2020-02-06,ACTIVE
CLIENT-0208,CORPORATE,AE,LOW,2018-06-23,ACTIVE
CLIENT-0209,CORPORATE,CA,HIGH,2023-04-30,ACTIVE
CLIENT-0210,CORPORATE,MX,LOW,2023-10-29,ACTIVE
CLIENT-0211,CORPORATE,US,MEDIUM,2025-05-01,ACTIVE
CLIENT-0212,INDIVIDUAL,US,LOW,2024-05-09,ACTIVE
CLIENT-0213,CORPORATE,NL,LOW,2021-07-24,ACTIVE
CLIENT-0214,CORPORATE,IN,MEDIUM,2020-04-05,ACTIVE
CLIENT-0215,INDIVIDUAL,FR,MEDIUM,2025-04-10,INACTIVE
CLIENT-0216,INDIVIDUAL,AU,MEDIUM,2018-05-19,ACTIVE
CLIENT-0217,CORPORATE,US,MEDIUM,2023-08-27,ACTIVE
CLIENT-0218,CORPORATE,MX,MEDIUM,2024-01-15,ACTIVE
CLIENT-0219,CORPORATE,US,LOW,2024-03-30,ACTIVE
CLIENT-0220,CORPORATE,US,HIGH,2023-11-27,SUSPENDED
CLIENT-0221,CORPORATE,US,MEDIUM,2021-11-10,INACTIVE
CLIENT-0222,CORPORATE,NL,MEDIUM,2020-11-05,ACTIVE
CLIENT-0223,CORPORATE,JP,MEDIUM,2023-12-01,ACTIVE
CLIENT-0224,INDIVIDUAL,GB,MEDIUM,2022-05-20,SUSPENDED
CLIENT-0225,CORPORATE,AE,LOW,2022-10-10,ACTIVE
CLIENT-0226,CORPORATE,US,MEDIUM,2021-04-21,INACTIVE
CLIENT-0227,INDIVIDUAL,US,MEDIUM,2024-05-07,ACTIVE
CLIENT-0228,CORPORATE,US,MEDIUM,2021-04-20,ACTIVE
CLIENT-0229,CORPORATE,DE,LOW,2023-12-25,ACTIVE
CLIENT-0230,CORPORATE,JP,HIGH,2019-02-19,ACTIVE
CLIENT-0231,CORPORATE,GB,HIGH,2023-10-07,ACTIVE
CLIENT-0232,CORPORATE,DE,HIGH,2019-10-21,ACTIVE
CLIENT-0233,CORPORATE,AU,HIGH,2019-02-05,INACTIVE
CLIENT-0234,CORPORATE,FR,LOW,2023-11-19,ACTIVE
CLIENT-0235,CORPORATE,MX,LOW,2024-01-21,ACTIVE
CLIENT-0236,INDIVIDUAL,CA,LOW,2025-02-24,ACTIVE
CLIENT-0237,CORPORATE,CA,LOW,2025-02-16,ACTIVE
CLIENT-0238,CORPORATE,US,HIGH,2018-10-17,ACTIVE
CLIENT-0239,CORPORATE,US,LOW,2023-01-05,ACTIVE
CLIENT-0240,INDIVIDUAL,US,LOW,2018-09-02,ACTIVE
CLIENT-0241,CORPORATE,CA,LOW,2020-04-25,ACTIVE
CLIENT-0242,CORPORATE,US,MEDIUM,2022-05-09,ACTIVE
CLIENT-0243,CORPORATE,CH,MEDIUM,2023-12-24,ACTIVE
CLIENT-0244,INDIVIDUAL,FR,LOW,2024-09-01,ACTIVE
CLIENT-0245,CORPORATE,IE,HIGH,2023-06-19,ACTIVE
CLIENT-0246,CORPORATE,NL,LOW,2019-03-16,ACTIVE
CLIENT-0247,CORPORATE,MX,HIGH,2024-01-01,INACTIVE
CLIENT-0248,CORPORATE,DE,LOW,2019-09-22,ACTIVE
CLIENT-0249,CORPORATE,GB,MEDIUM,2022-06-20,ACTIVE
CLIENT-0250,INDIVIDUAL,FR,MEDIUM,2022-02-21,ACTIVE
CLIENT-0251,INDIVIDUAL,US,LOW,2023-05-01,ACTIVE
CLIENT-0252,INDIVIDUAL,US,LOW,2021-04-01,ACTIVE
CLIENT-0253,CORPORATE,JP,LOW,2018-04-17,ACTIVE
CLIENT-0254,CORPORATE,US,MEDIUM,2024-11-21,INACTIVE
CLIENT-0255,CORPORATE,IN,MEDIUM,2020-08-13,ACTIVE
CLIENT-0256,INDIVIDUAL,NL,MEDIUM,2024-11-07,SUSPENDED
CLIENT-0257,CORPORATE,FR,MEDIUM,2022-05-31,ACTIVE
CLIENT-0258,INDIVIDUAL,US,MEDIUM,2019-09-18,SUSPENDED
CLIENT-0259,CORPORATE,FR,LOW,2018-05-28,ACTIVE
CLIENT-0260,CORPORATE,US,LOW,2023-03-25,ACTIVE
CLIENT-0261,CORPORATE,GB,MEDIUM,2022-09-11,ACTIVE
CLIENT-0262,INDIVIDUAL,US,MEDIUM,2023-04-29,ACTIVE
CLIENT-0263,INDIVIDUAL,NL,MEDIUM,2019-11-07,ACTIVE
CLIENT-0264,INDIVIDUAL,US,HIGH,2023-07-11,ACTIVE
CLIENT-0265,CORPORATE,IN,LOW,2022-11-17,INACTIVE
CLIENT-0266,INDIVIDUAL,NL,MEDIUM,2021-03-31,ACTIVE
CLIENT-0267,INDIVIDUAL,US,LOW,2023-07-24,INACTIVE
CLIENT-0268,CORPORATE,GB,MEDIUM,2021-06-21,ACTIVE
CLIENT-0269,CORPORATE,AU,LOW,2024-05-06,ACTIVE
CLIENT-0270,INDIVIDUAL,CH,MEDIUM,2019-12-18,INACTIVE
CLIENT-0271,CORPORATE,GB,MEDIUM,2020-04-03,ACTIVE
CLIENT-0272,CORPORATE,NL,LOW,2020-11-08,ACTIVE
CLIENT-0273,INDIVIDUAL,US,MEDIUM,2021-11-19,ACTIVE
CLIENT-0274,CORPORATE,US,LOW,2021-08-29,ACTIVE
CLIENT-0275,CORPORATE,DE,MEDIUM,2025-06-25,ACTIVE
CLIENT-0276,CORPORATE,US,HIGH,2018-05-23,ACTIVE
CLIENT-0277,INDIVIDUAL,MX,MEDIUM,2018-11-04,INACTIVE
CLIENT-0278,INDIVIDUAL,GB,LOW,2018-11-23,ACTIVE
CLIENT-0279,CORPORATE,US,MEDIUM,2018-10-17,ACTIVE
CLIENT-0280,CORPORATE,NL,LOW,2018-12-31,ACTIVE
CLIENT-0281,CORPORATE,IN,MEDIUM,2022-11-17,ACTIVE
CLIENT-0282,INDIVIDUAL,CH,LOW,2022-02-09,ACTIVE
CLIENT-0283,CORPORATE,GB,MEDIUM,2018-03-18,ACTIVE
CLIENT-0284,CORPORATE,US,MEDIUM,2020-01-12,ACTIVE
CLIENT-0285,INDIVIDUAL,CH,LOW,2021-12-09,ACTIVE
CLIENT-0286,CORPORATE,CA,LOW,2019-05-30,INACTIVE
CLIENT-0287,INDIVIDUAL,JP,LOW,2021-05-19,ACTIVE
CLIENT-0288,CORPORATE,BR,LOW,2022-08-17,ACTIVE
CLIENT-0289,CORPORATE,AU,LOW,2021-06-25,SUSPENDED
CLIENT-0290,INDIVIDUAL,FR,LOW,2019-05-02,ACTIVE
CLIENT-0291,CORPORATE,FR,LOW,2021-01-13,ACTIVE
CLIENT-0292,INDIVIDUAL,IE,LOW,2024-02-27,ACTIVE
CLIENT-0293,INDIVIDUAL,CA,LOW,2021-07-17,ACTIVE
CLIENT-0294,CORPORATE,MX,MEDIUM,2022-11-30,INACTIVE
CLIENT-0295,CORPORATE,GB,HIGH,2020-09-07,ACTIVE
CLIENT-0296,CORPORATE,IE,HIGH,2023-05-21,ACTIVE
CLIENT-0297,CORPORATE,US,HIGH,2018-05-03,ACTIVE
CLIENT-0298,INDIVIDUAL,DE,LOW,2020-12-07,ACTIVE
CLIENT-0299,CORPORATE,NL,LOW,2023-05-28,ACTIVE
CLIENT-0300,CORPORATE,DE,LOW,2022-10-21,ACTIVE
CLIENT-0301,CORPORATE,JP,MEDIUM,2020-12-18,ACTIVE
CLIENT-0302,CORPORATE,NL,MEDIUM,2023-12-20,INACTIVE
CLIENT-0303,CORPORATE,MX,MEDIUM,2022-09-20,ACTIVE
CLIENT-0304,INDIVIDUAL,US,MEDIUM,2023-05-19,ACTIVE
CLIENT-0305,INDIVIDUAL,CA,LOW,2020-11-16,ACTIVE
CLIENT-0306,INDIVIDUAL,GB,LOW,2022-01-17,INACTIVE
CLIENT-0307,CORPORATE,CA,LOW,2020-12-04,ACTIVE
CLIENT-0308,CORPORATE,DE,MEDIUM,2021-11-02,ACTIVE
CLIENT-0309,CORPORATE,BR,MEDIUM,2020-03-07,ACTIVE
CLIENT-0310,CORPORATE,US,MEDIUM,2020-03-29,ACTIVE
CLIENT-0311,CORPORATE,IN,LOW,2021-10-17,ACTIVE
CLIENT-0312,CORPORATE,BR,LOW,2021-11-16,ACTIVE
CLIENT-0313,CORPORATE,AE,LOW,2021-09-06,ACTIVE
CLIENT-0314,CORPORATE,FR,MEDIUM,2020-06-30,ACTIVE
CLIENT-0315,CORPORATE,IN,LOW,2020-01-03,ACTIVE
CLIENT-0316,CORPORATE,US,LOW,2019-07-26,ACTIVE
CLIENT-0317,CORPORATE,DE,HIGH,2019-10-06,ACTIVE
CLIENT-0318,CORPORATE,MX,HIGH,2022-12-23,ACTIVE
CLIENT-0319,INDIVIDUAL,MX,LOW,2022-09-08,ACTIVE
CLIENT-0320,CORPORATE,AE,MEDIUM,2018-08-14,ACTIVE
CLIENT-0321,CORPORATE,US,HIGH,2020-09-26,ACTIVE
CLIENT-0322,INDIVIDUAL,CH,MEDIUM,2018-09-10,ACTIVE
CLIENT-0323,CORPORATE,CA,LOW,2022-03-22,ACTIVE
CLIENT-0324,CORPORATE,FR,MEDIUM,2020-09-06,INACTIVE
CLIENT-0325,INDIVIDUAL,JP,LOW,2018-01-01,ACTIVE
CLIENT-0326,CORPORATE,US,LOW,2018-05-31,ACTIVE
CLIENT-0327,CORPORATE,US,MEDIUM,2018-06-24,INACTIVE
CLIENT-0328,CORPORATE,US,LOW,2018-09-05,ACTIVE
CLIENT-0329,CORPORATE,CA,LOW,2019-03-10,ACTIVE
CLIENT-0330,CORPORATE,GB,LOW,2018-03-25,ACTIVE
CLIENT-0331,CORPORATE,US,MEDIUM,2024-09-27,ACTIVE
CLIENT-0332,CORPORATE,US,LOW,2022-05-23,ACTIVE
CLIENT-0333,CORPORATE,GB,LOW,2021-09-06,ACTIVE
CLIENT-0334,CORPORATE,US,LOW,2021-07-10,ACTIVE
CLIENT-0335,INDIVIDUAL,MX,MEDIUM,2018-12-31,ACTIVE
CLIENT-0336,CORPORATE,US,LOW,2018-09-29,ACTIVE
CLIENT-0337,INDIVIDUAL,CA,LOW,2023-03-31,ACTIVE
CLIENT-0338,INDIVIDUAL,US,HIGH,2024-02-25,ACTIVE
CLIENT-0339,CORPORATE,DE,LOW,2023-03-16,ACTIVE
CLIENT-0340,INDIVIDUAL,US,LOW,2024-01-09,ACTIVE
CLIENT-0341,INDIVIDUAL,MX,LOW,2019-10-03,INACTIVE
CLIENT-0342,INDIVIDUAL,GB,LOW,2019-06-12,ACTIVE
CLIENT-0343,CORPORATE,CA,HIGH,2018-01-16,ACTIVE
CLIENT-0344,CORPORATE,IE,HIGH,2023-01-03,ACTIVE
CLIENT-0345,INDIVIDUAL,US,LOW,2020-01-21,ACTIVE
CLIENT-0346,CORPORATE,AU,MEDIUM,2018-04-30,ACTIVE
CLIENT-0347,CORPORATE,IN,LOW,2021-11-24,ACTIVE
CLIENT-0348,CORPORATE,US,LOW,2020-08-15,SUSPENDED
CLIENT-0349,CORPORATE,US,LOW,2022-03-12,ACTIVE
CLIENT-0350,INDIVIDUAL,US,MEDIUM,2020-07-26,ACTIVE
CLIENT-0351,INDIVIDUAL,FR,LOW,2024-10-31,ACTIVE
CLIENT-0352,CORPORATE,BR,MEDIUM,2019-11-16,INACTIVE
CLIENT-0353,INDIVIDUAL,IN,HIGH,2025-01-26,ACTIVE
CLIENT-0354,CORPORATE,AE,LOW,2024-08-05,ACTIVE
CLIENT-0355,CORPORATE,US,MEDIUM,2020-06-01,ACTIVE
CLIENT-0356,CORPORATE,SG,MEDIUM,2020-11-01,ACTIVE
